timestamp,regiao,consumo,capacidade,prioridade,custo
2026-01-15T00:00:00,Norte,652.58,880.0,2,174.7
2026-01-15T01:00:00,Norte,630.73,880.0,1,169.64
2026-01-15T02:00:00,Norte,590.68,880.0,2,168.28
2026-01-15T03:00:00,Norte,548.76,880.0,2,191.16
2026-01-15T04:00:00,Norte,518.04,880.0,3,170.69
2026-01-15T05:00:00,Norte,498.25,880.0,4,170.76
2026-01-15T06:00:00,Norte,506.63,880.0,2,189.74
2026-01-15T07:00:00,Norte,492.12,902.78,4,182.3
2026-01-15T08:00:00,Norte,494.74,924.0,1,174.12
2026-01-15T09:00:00,Norte,510.85,942.23,3,192.97
2026-01-15T10:00:00,Norte,518.65,956.21,2,172.89
2026-01-15T11:00:00,Norte,561.45,965.0,3,175.61
2026-01-15T12:00:00,Norte,587.24,968.0,3,172.7
2026-01-15T13:00:00,Norte,615.68,965.0,3,167.37
2026-01-15T14:00:00,Norte,648.92,956.21,4,189.61
2026-01-15T15:00:00,Norte,683.64,942.23,1,170.08
2026-01-15T16:00:00,Norte,732.64,924.0,3,182.69
2026-01-15T17:00:00,Norte,716.37,902.78,2,175.57
2026-01-15T18:00:00,Norte,793.55,880.0,3,282.33
2026-01-15T19:00:00,Norte,845.33,880.0,2,362.4
2026-01-15T20:00:00,Norte,813.27,880.0,1,300.64
2026-01-15T21:00:00,Norte,797.06,880.0,1,294.67
2026-01-15T22:00:00,Norte,783.97,880.0,2,268.14
2026-01-15T23:00:00,Norte,696.34,880.0,3,176.52
2026-01-16T00:00:00,Norte,658.48,880.0,1,177.51
2026-01-16T01:00:00,Norte,628.53,880.0,3,184.38
2026-01-16T02:00:00,Norte,589.57,880.0,2,170.64
2026-01-16T03:00:00,Norte,552.6,880.0,2,182.74
2026-01-16T04:00:00,Norte,507.13,880.0,3,170.07
2026-01-16T05:00:00,Norte,486.34,880.0,2,185.66
2026-01-16T06:00:00,Norte,478.71,880.0,2,189.85
2026-01-16T07:00:00,Norte,514.27,902.78,3,185.1
2026-01-16T08:00:00,Norte,499.32,924.0,3,194.42
2026-01-16T09:00:00,Norte,509.41,942.23,3,193.91
2026-01-16T10:00:00,Norte,503.53,956.21,1,193.52
2026-01-16T11:00:00,Norte,548.38,965.0,1,186.11
2026-01-16T12:00:00,Norte,575.44,968.0,1,172.03
2026-01-16T13:00:00,Norte,603.43,965.0,4,192.03
2026-01-16T14:00:00,Norte,665.9,956.21,1,176.02
2026-01-16T15:00:00,Norte,706.46,942.23,2,166.97
2026-01-16T16:00:00,Norte,729.63,924.0,3,185.99
2026-01-16T17:00:00,Norte,708.18,902.78,3,197.59
2026-01-16T18:00:00,Norte,829.82,880.0,2,335.03
2026-01-16T19:00:00,Norte,782.01,880.0,1,262.35
2026-01-16T20:00:00,Norte,800.44,880.0,2,295.58
2026-01-16T21:00:00,Norte,775.7,880.0,3,265.83
2026-01-16T22:00:00,Norte,719.99,880.0,3,205.84
2026-01-16T23:00:00,Norte,692.84,880.0,4,194.5
2026-01-17T00:00:00,Norte,610.96,880.0,3,178.83
2026-01-17T01:00:00,Norte,601.72,880.0,3,179.9
2026-01-17T02:00:00,Norte,534.96,880.0,3,175.0
2026-01-17T03:00:00,Norte,500.83,880.0,3,171.57
2026-01-17T04:00:00,Norte,452.36,880.0,3,186.23
2026-01-17T05:00:00,Norte,468.12,880.0,1,173.67
2026-01-17T06:00:00,Norte,431.53,880.0,2,182.28
2026-01-17T07:00:00,Norte,435.0,902.78,2,173.78
2026-01-17T08:00:00,Norte,456.18,924.0,2,189.84
2026-01-17T09:00:00,Norte,446.86,942.23,3,172.78
2026-01-17T10:00:00,Norte,506.74,956.21,3,167.71
2026-01-17T11:00:00,Norte,529.4,965.0,3,167.13
2026-01-17T12:00:00,Norte,537.3,968.0,2,179.34
2026-01-17T13:00:00,Norte,572.16,965.0,2,176.9
2026-01-17T14:00:00,Norte,598.76,956.21,3,188.12
2026-01-17T15:00:00,Norte,624.9,942.23,2,192.7
2026-01-17T16:00:00,Norte,645.35,924.0,3,174.89
2026-01-17T17:00:00,Norte,657.78,902.78,2,178.28
2026-01-17T18:00:00,Norte,748.25,880.0,1,222.39
2026-01-17T19:00:00,Norte,752.64,880.0,3,219.93
2026-01-17T20:00:00,Norte,750.02,880.0,2,221.51
2026-01-17T21:00:00,Norte,755.11,880.0,1,220.29
2026-01-17T22:00:00,Norte,658.34,880.0,1,193.27
2026-01-17T23:00:00,Norte,616.36,880.0,4,186.11
2026-01-18T00:00:00,Norte,624.99,880.0,2,189.23
2026-01-18T01:00:00,Norte,601.59,880.0,2,166.67
2026-01-18T02:00:00,Norte,519.79,880.0,2,186.67
2026-01-18T03:00:00,Norte,485.96,880.0,3,166.42
2026-01-18T04:00:00,Norte,480.54,880.0,3,176.8
2026-01-18T05:00:00,Norte,449.49,880.0,1,191.73
2026-01-18T06:00:00,Norte,472.69,880.0,2,171.86
2026-01-18T07:00:00,Norte,441.48,902.78,1,172.28
2026-01-18T08:00:00,Norte,462.24,924.0,2,170.88
2026-01-18T09:00:00,Norte,468.28,942.23,3,180.6
2026-01-18T10:00:00,Norte,465.92,956.21,3,175.2
2026-01-18T11:00:00,Norte,529.04,965.0,2,171.1
2026-01-18T12:00:00,Norte,527.62,968.0,3,180.55
2026-01-18T13:00:00,Norte,563.19,965.0,3,171.97
2026-01-18T14:00:00,Norte,623.84,841.47,3,165.64
2026-01-18T15:00:00,Norte,644.06,829.16,3,189.27
2026-01-18T16:00:00,Norte,642.79,813.12,3,189.1
2026-01-18T17:00:00,Norte,717.49,902.78,2,199.13
2026-01-18T18:00:00,Norte,754.16,880.0,2,236.91
2026-01-18T19:00:00,Norte,785.18,880.0,3,273.15
2026-01-18T20:00:00,Norte,739.3,880.0,3,228.77
2026-01-18T21:00:00,Norte,771.36,880.0,2,236.33
2026-01-18T22:00:00,Norte,679.11,880.0,2,174.28
2026-01-18T23:00:00,Norte,606.04,880.0,1,171.72
2026-01-05T00:00:00,Nordeste,1417.31,1840.0,2,174.5
2026-01-05T01:00:00,Nordeste,1329.03,1840.0,2,183.37
2026-01-05T02:00:00,Nordeste,1209.15,1840.0,2,186.67
2026-01-05T03:00:00,Nordeste,1199.66,1840.0,4,170.01
2026-01-05T04:00:00,Nordeste,1128.89,1840.0,3,188.96
2026-01-05T05:00:00,Nordeste,1092.32,1840.0,2,182.96
2026-01-05T06:00:00,Nordeste,1057.36,1840.0,3,172.15
2026-01-05T07:00:00,Nordeste,1088.1,1982.87,3,168.12
2026-01-05T08:00:00,Nordeste,1022.21,2116.0,4,186.69
2026-01-05T09:00:00,Nordeste,1144.12,2230.32,2,166.34
2026-01-05T10:00:00,Nordeste,1167.08,2318.05,3,171.94
2026-01-05T11:00:00,Nordeste,1202.14,2373.19,2,171.9
2026-01-05T12:00:00,Nordeste,1189.7,2392.0,3,172.42
2026-01-05T13:00:00,Nordeste,1367.81,2373.19,2,190.05
2026-01-05T14:00:00,Nordeste,1456.77,2318.05,3,176.07
2026-01-05T15:00:00,Nordeste,1498.2,2230.32,2,176.61
2026-01-05T16:00:00,Nordeste,1485.05,2116.0,4,168.9
2026-01-05T17:00:00,Nordeste,1658.74,1982.87,4,220.62
2026-01-05T18:00:00,Nordeste,1801.73,1840.0,2,399.62
2026-01-05T19:00:00,Nordeste,1906.64,1840.0,2,523.48
2026-01-05T20:00:00,Nordeste,1829.27,1840.0,4,425.96
2026-01-05T21:00:00,Nordeste,1632.07,1840.0,1,267.61
2026-01-05T22:00:00,Nordeste,1598.2,1840.0,3,231.89
2026-01-05T23:00:00,Nordeste,1520.51,1840.0,3,191.08
2026-01-06T00:00:00,Nordeste,1424.13,1840.0,2,193.98
2026-01-06T01:00:00,Nordeste,1376.98,1840.0,1,190.18
2026-01-06T02:00:00,Nordeste,1242.0,1840.0,1,183.59
2026-01-06T03:00:00,Nordeste,1192.85,1840.0,3,169.97
2026-01-06T04:00:00,Nordeste,1155.5,1840.0,2,181.94
2026-01-06T05:00:00,Nordeste,1027.38,1840.0,3,165.29
2026-01-06T06:00:00,Nordeste,1039.42,1840.0,2,182.87
2026-01-06T07:00:00,Nordeste,1019.74,1982.87,2,175.39
2026-01-06T08:00:00,Nordeste,1107.09,2116.0,3,174.1
2026-01-06T09:00:00,Nordeste,1102.05,2230.32,3,181.59
2026-01-06T10:00:00,Nordeste,1150.34,2318.05,3,179.69
2026-01-06T11:00:00,Nordeste,1181.7,2373.19,1,173.34
2026-01-06T12:00:00,Nordeste,1189.98,2392.0,2,165.2
2026-01-06T13:00:00,Nordeste,1393.46,2373.19,4,171.94
2026-01-06T14:00:00,Nordeste,1476.06,2318.05,3,186.71
2026-01-06T15:00:00,Nordeste,1431.1,2230.32,3,191.05
2026-01-06T16:00:00,Nordeste,1502.05,2116.0,2,188.86
2026-01-06T17:00:00,Nordeste,1687.24,1982.87,1,215.47
2026-01-06T18:00:00,Nordeste,1765.07,1840.0,3,354.4
2026-01-06T19:00:00,Nordeste,1807.78,1840.0,3,404.72
2026-01-06T20:00:00,Nordeste,1827.8,1840.0,3,443.04
2026-01-06T21:00:00,Nordeste,1757.11,1840.0,2,362.64
2026-01-06T22:00:00,Nordeste,1601.95,1840.0,2,226.34
2026-01-06T23:00:00,Nordeste,1513.04,1840.0,2,199.3
2026-01-07T00:00:00,Nordeste,1490.59,1840.0,1,200.64
2026-01-07T01:00:00,Nordeste,1329.18,1840.0,1,188.65
2026-01-07T02:00:00,Nordeste,1290.69,1840.0,3,179.4
2026-01-07T03:00:00,Nordeste,1227.87,1840.0,3,177.39
2026-01-07T04:00:00,Nordeste,1202.38,1840.0,3,183.8
2026-01-07T05:00:00,Nordeste,1093.54,1840.0,3,189.78
2026-01-07T06:00:00,Nordeste,986.8,1840.0,3,177.97
2026-01-07T07:00:00,Nordeste,1002.61,1982.87,4,176.86
2026-01-07T08:00:00,Nordeste,1103.36,2116.0,3,180.72
2026-01-07T09:00:00,Nordeste,1056.08,2230.32,2,184.36
2026-01-07T10:00:00,Nordeste,1143.98,2318.05,3,192.98
2026-01-07T11:00:00,Nordeste,1207.93,2373.19,2,190.84
2026-01-07T12:00:00,Nordeste,1255.48,2392.0,2,177.67
2026-01-07T13:00:00,Nordeste,1313.15,2373.19,2,165.11
2026-01-07T14:00:00,Nordeste,1407.67,2318.05,3,183.11
2026-01-07T15:00:00,Nordeste,1493.57,2230.32,3,191.7
2026-01-07T16:00:00,Nordeste,1455.45,2116.0,3,180.61
2026-01-07T17:00:00,Nordeste,1643.08,1982.87,3,212.42
2026-01-07T18:00:00,Nordeste,1813.43,1840.0,1,406.57
2026-01-07T19:00:00,Nordeste,1669.77,1840.0,3,272.38
2026-01-07T20:00:00,Nordeste,1802.93,1840.0,3,415.55
2026-01-07T21:00:00,Nordeste,1758.43,1840.0,3,364.98
2026-01-07T22:00:00,Nordeste,1632.54,1840.0,3,272.72
2026-01-07T23:00:00,Nordeste,1504.4,1840.0,1,199.5
2026-01-08T00:00:00,Nordeste,1407.36,1840.0,2,184.46
2026-01-08T01:00:00,Nordeste,1431.68,1840.0,2,183.07
2026-01-08T02:00:00,Nordeste,1155.05,1840.0,2,184.66
2026-01-08T03:00:00,Nordeste,1250.35,1840.0,3,187.84
2026-01-08T04:00:00,Nordeste,1128.06,1840.0,3,184.54
2026-01-08T05:00:00,Nordeste,1122.41,1840.0,3,189.65
2026-01-08T06:00:00,Nordeste,1078.78,1840.0,2,191.59
2026-01-08T07:00:00,Nordeste,1068.2,1982.87,2,178.95
2026-01-08T08:00:00,Nordeste,1122.45,2116.0,3,181.07
2026-01-08T09:00:00,Nordeste,1120.36,2230.32,1,191.44
2026-01-08T10:00:00,Nordeste,1125.4,2318.05,2,180.38
2026-01-08T11:00:00,Nordeste,1145.29,2373.19,3,165.04
2026-01-08T12:00:00,Nordeste,1300.85,2392.0,2,182.83
2026-01-08T13:00:00,Nordeste,1334.5,2373.19,2,168.06
2026-01-08T14:00:00,Nordeste,1396.24,2318.05,2,192.58
2026-01-08T15:00:00,Nordeste,1484.11,2230.32,1,167.71
2026-01-08T16:00:00,Nordeste,1549.04,2116.0,1,179.53
2026-01-08T17:00:00,Nordeste,1520.84,1982.87,3,184.67
2026-01-08T18:00:00,Nordeste,1829.69,1840.0,3,428.21
2026-01-08T19:00:00,Nordeste,1790.23,1840.0,1,381.95
2026-01-08T20:00:00,Nordeste,1790.11,1840.0,1,400.66
2026-01-08T21:00:00,Nordeste,1680.84,1840.0,3,282.04
2026-01-08T22:00:00,Nordeste,1530.2,1840.0,1,207.56
2026-01-08T23:00:00,Nordeste,1551.32,1840.0,1,228.59
2026-01-09T00:00:00,Nordeste,1414.53,1840.0,4,188.13
2026-01-09T01:00:00,Nordeste,1367.01,1840.0,4,166.68
2026-01-09T02:00:00,Nordeste,1270.87,1840.0,2,165.58
2026-01-09T03:00:00,Nordeste,1225.7,1619.2,1,187.58
